,Title,Image,Total Time,Yields,Ingredients,Instructions
32,Spinach and Lentil Pancakes with Cumin-Date Sauce,https://images.media-allrecipes.com/userphotos/250x250/981418.jpg,690,25 serving(s),"['Sauce', '1/2 cup water', '1/4 cup fresh lemon juice', '3 teaspoons sugar', '1 teaspoon ground cumin', '1 teaspoon ground ginger', '1/2 teaspoon sea salt', '1/4 teaspoon ground cayenne pepper', '8 pitted prunes, coarsely chopped', '8 pitted dates, coarsely chopped', 'Pancakes', '1 1/2 cups dried small lentils regular or red', '4 cloves garlic, peeled', '1/3 cup water', '1 (10 ounce) bag fresh baby spinach leaves, large stems removed', '1/4 cup chopped green onions, including 1-inch of tops', '2 tablespoons finely chopped fresh cilantro', '2 teaspoons cayenne pepper, or to taste', '4 teaspoons all-purpose flour', '1 1/2 teaspoons sea salt', '1/4 teaspoon baking powder', '8 tablespoons vegetable oil, divided', 'Large spinach leaves for garnish, optional']","To prepare sauce, in a blender container blend all ingredients until smooth. (Sauce may be refrigerated for several days.) Serve at room temperature. Makes 2/3 cup.
Rinse lentils several times; place in a bowl. Add enough water to cover by 2-inches.
Cover bowl and refrigerate for 10 hours or overnight. Drain well.
Process garlic in food processor until minced. Add lentils and 1/3 cup water and process until smooth, scraping bowl as needed. Remove to large bowl.
Add half the spinach to same processor bowl. Pulse until chopped. Remove to lentils and repeat with remaining spinach. Add green onions, cilantro, cayenne, flour, salt and baking powder to lentils. Stir well. (Batter may be refrigerated for several hours, if desired.)
In a large non-stick skillet over high heat, heat 2 tablespoons oil until hot. To test oil, drop a small amount of batter in, it should bubble immediately. Drop lentil mixture by tablespoons into pan, flattening them slightly. Cook until browned on bottom, about 3 minutes. Turn and brown on other side, about 3 more minutes. Remove from pan to baking sheet. Repeat with remaining oil and lentil mixture. (Pancakes may be refrigerated for 2 days. Do not freeze. Reheat at 425 degrees for 5 minutes or until hot and crisp.)
Arrange on spinach leaves and serve with sauce."
33,Spinach and Apple Salad with Mango Chutney Dressing,https://images.media-allrecipes.com/userphotos/250x250/980622.jpg,15,4 serving(s),"['3 tablespoons Safeway SELECT Mango Chutney', '1/3 cup Safeway SELECT Olive Oil', '1/2 teaspoon curry powder', '1/2 teaspoon dry mustard', '1/2 teaspoon salt, or to taste', '8 ounces spinach leaves', '1 Red Delicious apple, cored and sliced', '3/4 cup pecan halves, toasted at 350 degrees for 10 minutes', '1/2 cup golden or dark raisins']","To make dressing, in a food processor or blender, mix chutney, oil, curry powder, mustard and salt until blended.
In a salad bowl, mix spinach, apple, pecans and raisins.
Pour over desired amount of dressing and toss well. Serve immediately."
34,Curry With Apples and Dried Cranberries,https://images.media-allrecipes.com/userphotos/250x250/993445.jpg,7,4 serving(s),"['1 tablespoon vegetable oil', '1 cup chopped onions', '4 cloves garlic, minced', '1 large tart green apple, chopped into 1-inch pieces', '1 pound chicken, turkey or pork cut for kabobs', '1/4 teaspoon salt and pepper', '1 tablespoon curry powder', '3 tablespoons flour', '1 (14 ounce) can chicken broth', '1/3 cup dried cranberries', 'For serving (optional)', 'cooked rice or couscous', 'chutney', 'chopped peanuts']","In a large skillet over moderately high heat, heat oil until hot. Add onion, garlic and apples and saute 3 minutes.
Stir in meat, salt, pepper and curry powder. Saute for 2 minutes or until lightly browned. Stir in flour, cooking until absorbed. Stir in chicken broth and cranberries.
Reduce heat to medium-low and simmer for 5 to 6 minutes or until thickened slightly and meat is cooked through.
Serve with rice or couscous, chutney and peanuts, if desired."
35,Caribbean Honey Garlic Chicken,https://images.media-allrecipes.com/userphotos/250x250/977006.jpg,14,4 serving(s),"['1 pound boneless, skinless chicken breasts, cut for stir-fry', '1 yellow squash, quartered lengthwise and sliced into 1/2-inch pieces', '2 zucchini, halved and sliced into 1/2-inch pieces', '2 cups fresh bean sprouts', ""3/4 cup Safeway SELECT Honey Garlic Cook 'n Grill Sauce"", '1 (15 ounce) can black beans, rinsed and drained']","Spray a large skillet with cooking spray and place over high heat. Season chicken with salt and pepper and add to skillet. Stir-fry for about 1 minute or until beginning to brown.
Add yellow squash, zucchini and bean sprouts. Stir-fry for about 2 minutes or until vegetables begin to soften.
Reduce heat to medium-high. Stir in Honey Garlic Sauce and black beans. Continue cooking for 1 to 2 minutes or until hot and chicken is cooked through."
36,Orange Moroccan Chicken With Couscous,https://images.media-allrecipes.com/userphotos/250x250/979516.jpg,25,4 serving(s),"['1 tablespoon Safeway SELECT Verdi Pure Olive Oil', '1 cup chopped onions', '8 boneless, skinless chicken thighs', '3/4 cup orange juice', '1/4 cup dry white wine or imported dry vermouth', '1/4 teaspoon ground cinnamon', '1/8 teaspoon ground allspice', '1/2 teaspoon ground cumin', '2 tablespoons Safeway SELECT Orange Marmalade', '1/2 teaspoon salt', '1 cup couscous', '1 cup frozen Safeway SELECT Petite Green Peas']","In a large skillet, preferably nonstick, heat oil over medium high heat. Add onions and saute 1 minute.
Add chicken and saute, turning once or twice, until brown, about 5 minutes.
Stir in orange juice, wine, cinnamon, allspice, cumin, marmalade and salt. Cover and simmer 5 minutes. Meanwhile, cook couscous as package directs.
Remove cover and simmer chicken for 5 more minutes, stirring occasionally, until cooked through and sauce has thickened slightly. Stir in peas and cook until hot, about 2 minutes.
Spoon couscous onto plates. Top with chicken and sauce. If desired, garnish with fresh orange slices and parsley."
37,Chicken Kashmir,https://images.media-allrecipes.com/userphotos/250x250/980344.jpg,10,8 serving(s),"['3 tablespoons vegetable oil', '2 onions, chopped', '12 ounces mushrooms, sliced', '3 tablespoons all-purpose flour', '2 cups chicken broth', '3/4 cup apple cider', '1/2 cup dry white wine', '1 1/4 teaspoons curry powder (hot preferred)', '1 1/2 teaspoons Safeway SELECT Dijon mustard', '4 cups cooked chicken, torn into shreds or cut into chunks', '1/2 cup sliced green onions, green part only', 'Cooked rice']","In a large skillet over medium high heat, heat oil. Add onions and saute 1 minute. Reduce heat to low, cover pan and cook, stirring occasionally, until very soft, 8 to 10 minutes.
Stir in mushrooms, increase heat to medium-high, and saute uncovered until lightly browned.
Stir in flour and cook for 1 minute or until completely absorbed. Stir in broth, cider, wine, curry powder and mustard. Bring to a boil, stirring.
Reduce heat and simmer, uncovered, stirring often, for 5 minutes or until thickened.
Before serving, stir chicken and green onions into hot sauce and cook until heated through, 5 to 10 minutes.
Serve with rice."
38,Curried Chutney Cheese Spread,https://images.media-allrecipes.com/userphotos/250x250/982897.jpg,10,10 serving(s),"['1 (8 ounce) package Lucerne Cream Cheese, softened', '5 tablespoons Safeway SELECT Mango Chutney', '4 green onions, chopped', '1 teaspoon curry powder, or to taste', 'Crackers for serving']","Stir all ingredients together until well blended.
Place in serving bowl and refrigerate until ready to use.
Serve with crackers."
39,"Cucumber, Mint and Yogurt Salad",https://images.media-allrecipes.com/userphotos/250x250/978121.jpg,15,5 serving(s),"['2 1/2 cups Lucerne Plain Yogurt', '1 hot house or European cucumber, peeled and cut into small dice', '4 teaspoons ground turmeric', '1 teaspoon salt', '1/2 teaspoon ground cayenne pepper, or to taste', '1/2 teaspoon ground coriander', '1/2 teaspoon ground cumin', '1 1/2 tablespoons mint apple jelly']","Drain liquid from yogurt. Spoon yogurt into a bowl and stir well.
Add remaining ingredients, stirring until well mixed.
Refrigerate until serving."
40,Calcutta Appetizer Spread,https://images.media-allrecipes.com/userphotos/250x250/984429.jpg,15,12 serving(s),"['1 pound smoked turkey or ham, finely chopped', '2 (3 ounce) packages Lucerne Cream Cheese, softened', '4 green onions, sliced', '1/4 teaspoon Tabasco', '2 1/2 teaspoons curry powder', '1 (12 ounce) jar Peach or Mango Chutney (the amount will depend on the size of the bowl)', 'Crackers for serving']","In a food processor or mixing bowl with electric mixer, mix meat, cream cheese, green onions, Tabasco and curry powder.
Spread into a shallow bowl or quiche dish.
Refrigerate until chilled.
Spread chutney thickly over the top.
Serve with crackers."
41,Apricot Beef Kabobs,https://images.media-allrecipes.com/userphotos/250x250/979217.jpg,16,4 serving(s),"['Marinade:', '1/4 cup Safeway SELECT Apricot jam', '2 tablespoons Safeway SELECT Soy Sauce', '2 tablespoons dry white wine', '1 teaspoon curry powder', 'Kabobs:', ""1 pound Rancher's Reserve Top Sirloin, cut for kabobs"", '1 red bell pepper, cut into 1-1/2 inch pieces', '8 medium-size mushrooms, cleaned, stems cut even with caps', '2 green apples, cut into 8 halved wedges']","To make marinade, mix all ingredients in a heavy plastic bag or small bowl. Add meat and marinate at room temperature for 30 minutes or in refrigerator up to 4 hours or overnight.
Place oven rack 4-inches from broiler. Line a broiler pan with heavy foil. Spray with cooking spray.
To assemble kabobs, alternate 2 pieces of beef, peppers, mushrooms and apples on skewers. Brush with marinade.
Broil for 3 minutes. Turn, brush with marinade and broil 3 minutes for medium."
0,Stompin' Steakhouse Chili with Blue Cheese Toast,https://images.media-allrecipes.com/userphotos/250x250/983067.jpg,0,6 serving(s),"['Signature Soups Stompin Steak Chili', '1 (8 ounce) Safeway SELECT Artisan Sour Dough Baguette', '3/4 cup Safeway SELECT Primo Taglio Imported Danish Blue Cheese', '3 tablespoons Lucerne Sweet Cream Butter', '1 tablespoon minced parsley', '3/4 teaspoon black pepper']","Using half of 1 Safeway SELECT Artisan Sour Dough Baguette (8 oz.), cut diagonally to make 18 slices, about 1/4 inch thick and 3 inches long.
In a bowl, mash together 3/4 cup Safeway SELECT Primo Taglio Imported Danish Blue Cheese, 3 tablespoons Lucerne Sweet Cream Butter, 1 tablespoon minced parsley, and 3/4 teaspoon black pepper until blended and easy to spread.
Spread mixture equally on one side of each bread slice; lay buttered side up and slightly apart on an 11- by 17-inch baking sheet. Bake in a 350 degrees F oven until bread is crisp, about 15 minutes.
Top slices with additional blue cheese spread, if desired."
1,Basmati Rice Pilaf with Dried Fruit & Pistachios,https://images.media-allrecipes.com/userphotos/250x250/985641.jpg,120,4 serving(s),"['1 1/2 cups basmati rice', '2 quarts water', '1 1/2 teaspoons salt', '1/4 cup coarsely chopped unsalted pistachios', '1/4 cup Produce Stand dried apricots, quartered', '1/4 cup Produce Stand golden raisins', '1/4 cup dried cranberries', '1/4 cup Lucerne butter, divided', '1/4 teaspoon ground cardamom', '1/4 teaspoon ground black pepper']","Rinse rice in several changes of water until water runs clear. Drain.
In a 3 quart heavy saucepan, bring water and salt to a boil. Add rice and boil, uncovered, stirring occasionally, 5 minutes from time water returns to a boil. Drain.
Heat 1 tablespoon butter in a small skillet. Saute pistachios until lightly browned, 2 to 3 minutes; set aside.
Toss fruit in a bowl.
In a clean saucepan, melt 3 tablespoons butter with cardamom and pepper. Alternately layer rice and dried fruit, beginning and ending with rice and mounding loosely. Make 5 to 6 holes in rice to bottom of pot with the round handle of a wooden spoon. Cover pot with a towel and a lid (fold towel over lid to keep it from burning.)
Cook over moderately low heat, undisturbed, until tender and a crust forms on the bottom, 30 to 35 minutes.
Remove from heat and let rice stand tightly covered and undisturbed, at least 30 to 60 minutes.
Spoon rice onto a platter. Break crust into 1-inch pieces and scatter over rice. Sprinkle with pistachios."
2,Thai Chicken Pasta,https://images.media-allrecipes.com/userphotos/250x250/980191.jpg,15,4 serving(s),"['1 pound boneless, skinless chicken breasts, cut for stir-fry', '1 (9 ounce) package fresh Safeway SELECT Verdi Angel Hair Pasta, cut crosswise into quarters', '1/2 cup sliced green onions with tops', '1 (8 ounce) can sliced water chestnuts, drained', '1/4 cup chopped peanuts', 'Sauce:', ""1/3 cup Safeway SELECT Spicy Ginger Cook 'n Grill Sauce"", '1/4 cup orange juice', '3 tablespoons peanut butter', '1 tablespoon Safeway SELECT Soy Sauce']","Bring a large pot of salted water to a boil. Add the chicken and cook for 30 seconds.
Add the pasta and cook 2 minutes, stirring once. Drain.
Place in a large bowl. Add onions and water chestnuts and toss.
To make dressing, whisk Spicy Ginger Sauce, orange juice, peanut butter and soy in a small bowl until smooth.
Pour over pasta and toss.
If not using immediately, reserve some of the dressing to stir in before serving. The pasta absorbs the dressing as it sits.
Sprinkle with peanuts."
3,Moo Shu Pork with Tortillas,https://images.media-allrecipes.com/userphotos/250x250/987402.jpg,10,4 serving(s),"['1 pound pork strips, cut for stir-fry', '5 cups packaged coleslaw mix', '3 green onions with tops, sliced into 3-inch long slivers', ""1/2 cup Safeway SELECT Spicy Ginger Cook 'n Grill Sauce"", '8 flour tortillas, warmed', 'Oriental Plum Sauce for spreading on tortillas (optional)']","Spray a large skillet, preferably non-stick, with cooking spray. Saute pork over high heat for 1 minute.
Add about 2 1/2 cups coleslaw mix and saute for 2 to 3 minutes or until pork is almost cooked through.
Stir in Stir Fry Sauce and remaining coleslaw and saute for 1 minute.
To assemble, spread Plum Sauce on each tortilla, if using. Top with pork mixture and green onions and roll up."
4,Honey Mustard Fish Fillets with Toasted Pecans,https://images.media-allrecipes.com/userphotos/250x250/986449.jpg,15,4 serving(s),"['1 tablespoon Safeway SELECT Olive Oil', '1/3 cup chopped pecans', ""2/3 cup Safeway SELECT Honey Mustard Cook 'n Grill Sauce, divided"", '1 pound white fish fillets, such as sole or orange roughy', 'Salt and pepper']","In a large skillet over medium-high heat, heat 1 tablespoon olive oil. Saute pecans until toasted. Remove to a small bowl. Stir 1/3 cup Honey Mustard Sauce into pecans. Set aside.
Cut fish into serving size pieces. Sprinkle with salt and pepper. Spread one side with Honey Mustard Dipping Sauce.
Saute sauce side down over medium-high heat until golden brown, about 3 minutes. Spread top with more sauce. If pan is too dry, add more oil. Turn and saute until brown and cooked through, about 3 minutes.
Remove to plates. Top each fillet with Honey-Mustard Pecan Sauce."
5,Pork Chops & Apples with Honey Garlic Glaze,https://images.media-allrecipes.com/userphotos/250x250/986636.jpg,15,4 serving(s),"['2 apples, peeled, cored and sliced', '4 center cut pork chops, 3/4 to 1-inch thick', ""1/3 cup Safeway SELECT Cook 'n Grill Sauce, Honey Garlic, plus extra for serving""]","Line a broiler pan with heavy-duty foil. Spray with cooking spray. Place oven rack 4-inches from broiler unit. Preheat broiler.
In a small bowl, toss apples with 1-tablespoon Honey Garlic sauce.
Place chops on foil. Spread about half the remaining sauce over the chops. Broil for 4 minutes.
Remove from broiler, turn chops over and push towards the corners of the pan. Brush chops with remaining sauce. Place apples in center of the pan in a single layer.
Broil for 3 to 4 minutes or until pork is cooked through and apples are browned. Spoon apples over chops and serve with additional Honey Garlic sauce."
6,Plum-Glazed Fish In Packets,https://images.media-allrecipes.com/userphotos/250x250/986118.jpg,15,4 serving(s),"['4 salmon, halibut or swordfish steaks, cut 1-inch thick', 'Salt and pepper to taste', ""8 tablespoons Safeway SELECT Plum Cook 'n Grill Sauce, plus extra for serving"", '2 green onions, cut into thin slivers each about 2-inches long', '2 tablespoons parsley leaves, Italian preferred']","Preheat oven to 475 degrees F. Cut 4 sheets of foil into 12-inch squares. Spray the center of each with nonstick coating.
Place one fish steak in center of each square. Season with salt and pepper. Spoon 2 tablespoons plum sauce over each piece of fish. Top with green onions and parsley leaves.
Fold foil over fish to enclose it. Place folded side up on baking sheet.
Bake for 10 minutes.
Open packets carefully because steam will escape. Remove fish with a spatula and place on plates. Serve with additional plum sauce."
