,Title,Image,Total Time,Yields,Ingredients,Instructions
89,Garlic Chicken Noodles,https://images.media-allrecipes.com/userphotos/250x250/979518.jpg,30,6 serving(s),"['3/4 pound boned, skinned chicken breast halves', '2 (9 ounce) packages fresh Asian-style wheat noodles', '2 tablespoons Safeway SELECT Verdi Olive Oil', '1 onion, thinly sliced', '6 ounces fresh shiitake mushrooms, rinsed, stems removed, and sliced', '1/4 cup prepared minced garlic', '1/2 cup rice wine', '1/4 cup rice vinegar', '3 tablespoons Safeway SELECT Gourmet Club Soy Sauce', '1/4 cup chopped green onion (including green tops)']","In a 5- to 6-quart pan over high heat, bring 4 quarts water to a boil. While water heats, rinse chicken and pat dry. Cut chicken crosswise into 1/4-inch-wide strips.
When water boils, add noodles and cook, stirring occasionally, until tender to bite, about 3 minutes. Drain noodles and return to pan.
Meanwhile, pour oil into a 12- to 14-inch nonstick frying pan over medium-high heat. When hot, add onion, mushrooms, and garlic; stir often until onion and mushrooms begin to brown, 6 to 8 minutes. Add chicken and stir until no longer pink in center (cut to test), about 3 minutes. Add rice wine, rice vinegar, and soy sauce; cook to blend flavors, 1 to 2 minutes more.
Add chicken mixture to noodles in pan and stir over medium-high heat until hot, 2 to 3 minutes. Divide equally among individual bowls, sprinkle with green onion, and serve."
90,Date-Walnut Cookies,https://images.media-allrecipes.com/userphotos/250x250/978443.jpg,75,64 serving(s),"['1 cup sugar', '1/4 pound Lucerne butter, cut into small pieces', '1 teaspoon vanilla extract', '2 Lucerne Large Eggs', '2 cups all-purpose flour', '1 1/2 teaspoons ground cinnamon', '1/2 teaspoon salt', '2 tablespoons orange juice', '1 (8 ounce) package pitted dates, chopped', '1 cup Produce Stand raisins', '1 cup chopped walnuts', 'Powdered sugar for dusting top']","Preheat oven to 350 degrees. Grease or spray 2 large baking sheets.
In a mixing bowl with electric mixer, beat sugar and butter on moderately high speed until light and fluffy. Add vanilla and eggs and mix until blended. The mixture will look curdled. Add flour, cinnamon, salt and orange juice and mix until incorporated. Mix in dates, raisins and walnuts.
Divide dough into 4 portions. Shape each into 12 x 2 x 1/2-inch logs.
Bake for 35 to 40 minutes or until lightly browned. Logs will feel soft in the center, but will firm up as they cool.
Cool 15 minutes. Slice diagonally into 3/4-inch bars. Dust with powdered sugar."
91,Grown-Up Shells and Cheese,https://images.media-allrecipes.com/userphotos/250x250/987811.jpg,30,4 serving(s),"[""1 1/4 cups Safeway SELECT Salad Fixin's Cheese and Garlic Croutons"", '12 ounces kale', '3/4 (16 ounce) package Safeway SELECT Verdi Conchiglie Pasta', '1 tablespoon minced or pressed garlic', '1/2 teaspoon hot chili flakes', '1 cup Safeway SELECT Verdi Extra-Virgin Olive Oil', '1 tablespoon lemon juice', '1 (15 ounce) container part-skim ricotta cheese', '3/4 cup vegetable or chicken broth', '1/4 cup Safeway SELECT Verdi Grated Parmesan Cheese', 'Salt and pepper']","In a 6- to 8-quart pan over high heat, bring 4 to 6 quarts water to a boil. While water heats, place croutons in a heavy plastic food bag. Close bag and crush croutons with a rolling pin or your hands until coarse crumbs form. Set crumbs aside. Rinse kale; cut out and discard stems and tough centers of leaves. When water boils, add kale leaves and cook, stirring occasionally, until bright green and tender to bite, about 5 minutes.
With a slotted spoon, transfer kale to a colander to drain. Add pasta to water and cook, stirring occasionally, until barely tender to bite, about 10 minutes.
While pasta cooks, coarsely chop kale. In a 12-inch frying pan over high heat, heat garlic and chili flakes with olive oil just until fragrant but not brown, about 1 minute. Add lemon juice and kale and stir until liquid is evaporated, 2 to 3 minutes.
When pasta is done, drain it well, then return it to the 6- to 8-quart pan. Add kale mixture, ricotta cheese, 1/2 cup broth, and 1/4 cup parmesan and mix well; if mixture seems dry, add a bit more broth. Divide mixture equally among 4 bowls and sprinkle equally with crouton crumbs. Add salt, pepper, and additional parmesan to taste."
92,Shrimp and Shallot Newburg,https://images.media-allrecipes.com/userphotos/250x250/992852.jpg,30,4 serving(s),"['2 tablespoons Lucerne Sweet Cream Butter', '1/2 pound shallots, peeled and slivered lengthwise', '1/4 cup all-purpose flour', '1 3/4 cups Safeway SELECT Organic Milk', '3/4 cup chicken broth', '1/4 cup dry sherry or madeira', 'Salt and pepper', '1 pound shelled cooked shrimp (31 to 35 per lb.), thawed if frozen', 'Steamed jasmine or other long-grain white rice', '1 tablespoon minced fresh tarragon leaves or parsley']","Melt butter in a 4- to 5-quart pan over medium-high heat; add shallots and stir often until limp, about 3 minutes.
Sprinkle flour over shallots and stir until well mixed, about 1 minute. Whisk in milk and broth and stir until mixture boils and thickens, about 5 minutes. Add sherry and salt and pepper to taste; reduce heat and simmer, stirring occasionally, to blend flavors, about 5 minutes.
Add shrimp to sauce and stir often just until simmering again, 1 to 2 minutes. To serve, spoon mixture over steamed rice and sprinkle with tarragon or parsley."
0,Penne with Chicken and Broccoli,https://images.media-allrecipes.com/userphotos/250x250/89842.jpg,45,8 serving(s),"['8 cups broccoli florets', '1 (16 ounce) box BARILLA Penne', '1/4 cup extra virgin olive oil', '4 cloves garlic, minced', '1/2 large onion, chopped', '1 pound boneless skinless chicken breasts, cut into 1-inch cubes', '1/2 teaspoon salt', '2 tablespoons grated Romano cheese', 'Ground black pepper']","Bring 4 to 6 quarts of water to boil. Add broccoli; cook until tender, but still firm. Remove broccoli with slotted spoon; set aside.
Return water to boil. Cook Penne according to package directions; drain, reserving 1 cup cooking water. Return Penne to pot.
Meanwhile, heat oil in large skillet over medium heat. Add garlic and onion; saute 3 to 4 minutes or until onion is tender, stirring occasionally. Add chicken; cook until no longer pink, stirring occasionally. Stir in broccoli and salt; cook until broccoli is broken down but still green, stirring occasionally.
ADD hot Penne and reserved cooking water to broccoli mixture. Add cheese; toss. Serve immediately on individual dishes; top with pepper, to taste."
1,Sour Cream Waffles,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6035458.jpg,45,4 servings,"['1 cup water', '½ cup sour cream', '½ cup plain yogurt', '¼ teaspoon white vinegar', '2 cups all-purpose flour', '2 teaspoons baking powder', '1 teaspoon baking soda', '½ teaspoon salt', '2 eggs, beaten']","In a bowl, mix together water, sour cream, yogurt, and vinegar.
Sift flour into a separate, large bowl; stir in baking powder, baking soda, and salt.
Add sour cream mixture and eggs to flour mixture; blend until smooth.
Cook on a lightly greased waffle iron until golden brown; lift off with a fork."
2,Spaghetti with Fennel and Shrimp,https://images.media-allrecipes.com/userphotos/250x250/975963.jpg,33,6 serving(s),"['1/4 cup extra virgin olive oil', '3 cloves garlic, thinly sliced', '1 bulb fennel, trimmed and thinly sliced (include some feathery portion)', '1 pound medium shrimp, peeled and deveined', '1 teaspoon dried oregano leaves', '1 (24 ounce) jar Barilla Marinara Sauce', '1 teaspoon fresh basil leaves, torn', '1/2 teaspoon salt', '1/4 teaspoon freshly ground black pepper', '1 (16 ounce) box BARILLA Spaghetti']","Heat oil in large skillet over medium heat. Add garlic and fennel; saute 2 to 4 minutes, or until fennel begins to soften. Add shrimp and oregano; saute 5 to 8 minutes or until shrimp is cooked.
Add marinara sauce, basil, salt and pepper; continue cooking 3 to 5 minutes or until thoroughly heated.
Cook spaghetti according to package directions; drain.
Place hot spaghetti on large serving platter; pour sauce over and serve."
3,"Tricolore Salad of Endive, Beet, and Arugula, Pantzaria Salata",https://images.media-allrecipes.com/userphotos/250x250/940396.jpg,0,4 serving(s),"['2 beets (can substitute golden or chioga)', '1/2 cup roughly chopped pistachios (can substitute almonds or hazelnuts)', '2 yellow endive', '4 cups arugula', '1/2 cup shaved Parmesan', 'Vinaigrette:', '1/2 cup white wine vinegar (can substitute white balsamic or champagne)', '1 1/4 cups light pure olive oil', '1 minced, medium shallot', '1 tablespoon finely chopped fresh thyme', '1 teaspoon kosher salt', '1/4 teaspoon freshly ground black pepper', '1 pinch white sugar', '1/8 teaspoon fresh ground black pepper', '1/8 teaspoon kosher salt']","Place washed, but not trimmed or peeled beets on top of 1 cup salt on a baking sheet, and roast in a 350 degrees F oven for 1 1/2 hours, or until fork-tender. Let cool. Wearing gloves or holding with a piece of plastic wrap, cut off stems, and peel. Cut each beet in half, cut in 1/2 inch slices, then medium dice by cutting in the opposite direction.
Toast nuts in a 400 degrees F oven for 15 minutes, tossing once.
Combine all of the vinaigrette ingredients, mixing well, adding nuts when cool.
Trim the end of the endive, cut in half, separating the leaves for each half, but reforming each as 1/2 a head of endive. For each salad, place 1/2 cup beets, 1 cup arugula, an 1/2 endive on a plate. For each salad begin with 1/3 cup vinaigrette, 1/8 teaspoon salt, and 1/8 teaspoon pepper in a medium bowl. Toss each of the three components, separately in the vinaigrette, making sure to toss the beets last. Top with 1/8 cup of shaved parmesan.
Repeat for remaining three salads. Serve immediately. Reserve left-over dressing."
4,Curried Turkey Couscous Salad,https://images.media-allrecipes.com/userphotos/250x250/983129.jpg,240,4 serving(s),"['1 cup Butterball® Chicken Broth', '1/2 teaspoon curry powder', '1/2 teaspoon salt', '3/4 cup couscous, uncooked', '1/2 cup golden raisins', '2 tablespoons finely chopped crystallized ginger', '3/4 cup mayonnaise', '2 tablespoons lemon juice', '2 cups chopped leftover cooked Butterball® Turkey', '1/3 cup chopped celery', '6 green onions, sliced', '1/3 cup slivered almonds, toasted', '2 oranges, peeled, sectioned and chopped', '1 cup seedless red grapes, halved', '3 tablespoons chopped fresh parsley']","Combine broth, curry powder and salt in medium saucepan. Bring to a boil over medium-high heat. Stir in couscous, raisins and ginger; cover. Remove from heat. Let stand 5 minutes. Uncover; fluff with fork. Cool.
Mix mayonnaise and lemon juice in large bowl until well blended. Add turkey, celery, onions and almonds; mix well. Add couscous mixture, oranges, grapes and parsley; mix lightly. Cover.
Refrigerate 3 to 4 hours, or until chilled."
5,Grilled Turkey Cuban Sandwiches,https://images.media-allrecipes.com/userphotos/250x250/992607.jpg,120,6 serving(s),"['Turkey:', 'PAM® Butter Flavor Cooking Spray', '3 pounds Butterball® Boneless Breast of Turkey Roast, thawed if frozen', '2 cloves garlic, peeled and sliced', '1 tablespoon Wesson® Pure Canola Oil', '1 tablespoon ground cumin', '2 teaspoons salt, preferably kosher', '1 teaspoon coarsely ground black pepper', 'Sandwich:', '2 loaves soft Cuban, French or Italian bread (15 inches long)', '1/4 cup honey mustard', '1/2 pound deli-sliced Eckrich® Smoked Ham', '1/2 pound County Line® Swiss Cheese', '1 cup dill pickle slices']","Turkey: Spray cold grate of outdoor gas grill with grilling spray. Prepare grill for medium indirect heat. (See Note) Remove turkey from package; dry with paper towels. Discard gravy packet or refrigerate for another use. Lift string netting and shift position on roast for easier removal after cooking. Cut small slits, at least 1 inch apart, over entire surface of turkey. Insert 1 garlic slice into each slit. Brush turkey with oil. Combine cumin, salt and pepper in small bowl; sprinkle over turkey.
Place turkey on grill grate over drip pan. Cover grill with lid. Grill 1 1/4 to 1-3/4 hours, or until meat thermometer reaches 170 degrees F when inserted into center of roast. Remove from grill. Let stand 10 minutes. Remove string netting; cut half of the turkey into 1/8-inch-thick slices. Set aside; refrigerate unsliced turkey for another use.
Sandwich: Remove drip pan from gas grill. Heat grill to medium direct heat. Cut each bread loaf lengthwise in half. Spread bottom half of each loaf with 2 tablespoons mustard; top evenly with the sliced turkey, ham, cheese and pickles. Cover with tops of bread loaves. Press bread loaves with hands to flatten. Tightly wrap individually in aluminum foil.
Place wrapped loaves on grill grate. Top each with heavy iron skillet or brick. Grill 3 to 5 minutes on each side, or until heated through. Unwrap bread loaves. Diagonally cut each into 3 pieces."
6,Grilled Turkey and Vegetable Stack with Orange-Garlic Marinade,https://images.media-allrecipes.com/userphotos/250x250/977956.jpg,240,6 serving(s),"['Marinade:', '2 teaspoons grated orange peel', '2 cups fresh orange juice', '2 tablespoons olive oil', '1 tablespoon red wine vinegar', '1 tablespoon chopped fresh thyme', '3 cloves garlic, minced', '1/4 teaspoon ground black pepper', 'Turkey:', '1 (48 ounce) package Butterball® Boneless Breast of Turkey Roast, thawed if frozen', '3 medium zucchini, cut diagonally into 1/4-inch slices', '1 large red onion, cut into 1/4-inch slices', 'PAM® for Grilling Cooking Spray']","Marinade: Beat orange peel, orange juice, oil, vinegar, thyme, garlic and pepper in medium bowl with wire whisk until well blended; set aside.
Turkey: Remove roast from package; pat dry with paper towels. Refrigerate gravy packet for another use or discard. Lift string netting and shift position on roast for easier removal after cooking. Place roast in large resealable plastic bag. Pour 1-1/2 cups of the Marinade over turkey; seal bag. Turn bag several times to evenly coat roast with the marinade. Refrigerate 1 to 4 hours to marinate. Meanwhile, place zucchini and onions in shallow glass dish. Pour remaining 3/4 cup marinade over vegetables; cover. Refrigerate 1 to 4 hours to marinate.
Spray cold grate of outdoor grill with grilling spray. Prepare grill for medium indirect heat. (See Note) Drain roast; discard marinade. Place roast on prepared grill grate over drip pan. Cover grill with lid.
Grill 1-1/2 to 2 hours, or until juices run clear and meat thermometer reaches 170 degrees F when inserted in center of roast. Let stand 10 minutes. Meanwhile, drain vegetables; discard marinade. Grill vegetables 2 to 3 minutes on each side, or until crisp-tender. Remove netting from roast; discard. Cut turkey into thin slices. To make each stack, layer 3 turkey slices, placing a few of the vegetables between each of the turkey slices. Or, cut turkey into thicker slices and serve topped with the grilled vegetables."
